property_id,region_id,property_type,size_m2,rooms,year_built,has_parking
P01993,R01,Penthouse,220,2,1971,1
P01994,R04,Duplex,227,2,2009,1
P01995,R05,Penthouse,237,5,1973,1
P01996,R04,Detached House,279,5,1985,1
P01997,R02,Apartment,227,5,2019,1
P01998,R01,Detached House,166,2,2002,1
P01999,R06,Studio,151,3,2000,0
P02000,R02,Penthouse,133,3,2013,1
P02001,R05,Penthouse,238,5,2011,1
P02002,R02,Penthouse,134,4,2017,0
P02003,R01,Duplex,177,5,2005,0
P02004,R05,Duplex,63,3,1994,0
P02005,R06,Apartment,116,5,1977,0
P02006,R06,Apartment,103,4,1989,0
P02007,R05,Detached House,144,4,2008,1
P02008,R02,Duplex,160,4,1983,1
P02009,R06,Penthouse,211,2,2006,1
P02010,R05,Duplex,143,4,1977,1
P02011,R02,Studio,76,2,1973,0
P02012,R01,Penthouse,170,4,1989,1
P02013,R06,Detached House,53,2,1982,0
P02014,R02,Detached House,243,4,2017,0
P02015,R05,Apartment,224,3,1990,1
P02016,R01,Penthouse,94,4,1992,1
P02017,R02,Detached House,103,2,1991,1
P02018,R02,Detached House,46,4,1987,1
P02019,R02,Apartment,127,5,2019,1
P02020,R05,Studio,49,1,2009,1
P02021,R06,Duplex,264,2,1978,1
P02022,R06,Penthouse,72,4,1981,0
P02023,R05,Penthouse,198,5,1974,0
P02024,R02,Duplex,176,4,1983,1
P02025,R06,Penthouse,96,3,2005,1
P02026,R04,Studio,233,2,2020,0
P02027,R04,Penthouse,66,5,1996,0
P02028,R05,Penthouse,252,5,1974,0
P02029,R05,Penthouse,217,5,1972,1
P02030,R06,Studio,192,2,1992,0
P02031,R04,Studio,251,3,1984,1
P02032,R04,Penthouse,136,2,2001,0
P02033,R05,Apartment,107,5,1976,0
P02034,R02,Duplex,77,5,1982,0
P02035,R02,Duplex,261,1,2000,1
P02036,R04,Apartment,136,2,1985,0
P02037,R01,Detached House,239,3,1989,1
P02038,R02,Duplex,119,3,1981,1
P02039,R05,Detached House,269,3,1972,1
P02040,R06,Duplex,248,2,1988,0
P02041,R04,Studio,113,4,1987,1
P02042,R03,Duplex,156,5,2018,0
P02043,R03,Apartment,230,5,2018,1
P02044,R05,Penthouse,94,3,1993,1
P02045,R04,Penthouse,45,5,1985,1
P02046,R01,Duplex,109,4,1992,1
P02047,R04,Detached House,181,1,2002,1
P02048,R03,Detached House,72,4,1990,1
P02049,R05,Apartment,120,2,2010,0
P02050,R06,Studio,260,4,2022,1
P02051,R06,Duplex,58,4,1991,0
P02052,R04,Apartment,52,5,1976,0
P02053,R03,Detached House,141,5,1976,1
P02054,R03,Detached House,43,5,2017,1
P02055,R02,Duplex,46,3,1992,1
P02056,R06,Penthouse,83,3,1987,1
P02057,R06,Detached House,64,3,2003,1
P02058,R06,Detached House,234,5,2021,1
P02059,R02,Penthouse,69,2,1992,1
P02060,R02,Detached House,165,3,1987,1
P02061,R06,Apartment,209,4,2016,0
P02062,R04,Duplex,190,1,1974,1
P02063,R05,Penthouse,196,4,2015,1
P02064,R03,Detached House,125,2,1998,1
P02065,R03,Studio,253,2,1971,0
P02066,R04,Studio,56,4,1982,0
P02067,R05,Apartment,65,1,2006,0
P02068,R03,Apartment,245,1,2010,0
P02069,R05,Apartment,56,3,1980,1
P02070,R02,Studio,86,3,2005,0
P02071,R03,Studio,81,1,2023,0
P02072,R06,Studio,47,2,2007,1
P02073,R06,Studio,68,2,2007,1
P02074,R06,Penthouse,177,3,1980,0
P02075,R02,Penthouse,198,2,2004,1
P02076,R06,Studio,59,1,2008,1
P02077,R06,Detached House,266,3,1975,1
P02078,R06,Duplex,62,5,1986,1
P02079,R01,Duplex,204,3,2017,1
P02080,R05,Duplex,232,2,2023,0
P02081,R06,Duplex,164,3,1979,1
P02082,R05,Detached House,157,1,2009,1
P02083,R02,Apartment,66,2,1997,1
P02084,R05,Penthouse,97,3,2001,1
P02085,R01,Studio,244,3,1997,0
P02086,R03,Studio,123,3,2016,0
P02087,R04,Detached House,48,5,1994,1
P02088,R03,Detached House,215,4,2001,1
P02089,R05,Penthouse,204,1,2006,0
P02090,R02,Duplex,55,3,1999,1
P02091,R04,Apartment,52,3,2017,1
P02092,R04,Detached House,67,1,1982,1
P02093,R04,Detached House,52,2,2021,0
P02094,R02,Duplex,187,5,2006,1
P02095,R02,Penthouse,71,2,2021,1
P02096,R02,Apartment,185,3,1990,1
P02097,R03,Detached House,82,2,1995,1
P02098,R04,Apartment,273,1,1972,1
P02099,R03,Penthouse,214,2,2019,0
P02100,R03,Duplex,129,4,2014,1
P02101,R02,Penthouse,142,5,1986,0
P02102,R02,Duplex,55,4,1972,1
P02103,R04,Studio,53,5,2007,1
P02104,R05,Duplex,169,4,2006,1
P02105,R02,Detached House,45,4,1998,1
P02106,R06,Duplex,193,3,1978,0
P02107,R04,Detached House,131,1,2019,1
P02108,R02,Penthouse,73,3,1993,1
P02109,R03,Studio,168,5,2009,0
P02110,R01,Detached House,172,3,2016,0
P02111,R01,Detached House,219,4,1999,1
P02112,R03,Apartment,87,1,1975,0
P02113,R03,Apartment,171,2,2017,0
P02114,R05,Penthouse,242,2,2006,0
P02115,R01,Duplex,104,2,2018,1
P02116,R06,Detached House,240,5,2003,1
P02117,R02,Penthouse,213,3,2019,1
P02118,R01,Duplex,143,4,2016,1
P02119,R05,Studio,251,4,1981,0
P02120,R05,Apartment,272,3,1979,1
P02121,R04,Penthouse,96,5,1978,0
P02122,R01,Apartment,275,2,2013,1
P02123,R01,Detached House,40,1,1982,0
P02124,R03,Detached House,71,4,1994,0
P02125,R03,Studio,50,4,2012,1
P02126,R06,Apartment,128,2,1993,0
P02127,R02,Detached House,264,5,1973,1
P02128,R02,Detached House,184,1,1989,1
P02129,R06,Detached House,187,2,1975,1
P02130,R01,Studio,60,1,1990,0
P02131,R01,Detached House,163,1,2009,1
P02132,R03,Detached House,131,4,1998,1
P02133,R03,Penthouse,155,4,2006,0
P02134,R04,Studio,102,4,1975,1
P02135,R06,Apartment,88,5,2010,1
P02136,R06,Duplex,268,1,1992,1
P02137,R02,Duplex,174,4,1985,1
P02138,R06,Studio,138,1,2005,1
P02139,R04,Penthouse,57,5,1977,0
P02140,R01,Studio,223,4,1996,1
P02141,R06,Penthouse,153,4,1992,0
P02142,R01,Detached House,132,3,1978,1
P02143,R04,Detached House,200,2,2021,1
P02144,R05,Apartment,71,4,1989,1
P02145,R02,Duplex,167,5,1972,1
P02146,R02,Detached House,247,1,1993,0
P02147,R03,Detached House,151,5,2022,1
P02148,R06,Duplex,40,4,2006,0
P02149,R02,Penthouse,95,1,2004,1
P02150,R04,Studio,53,5,2018,1
P02151,R03,Detached House,160,1,1974,0
P02152,R01,Detached House,127,4,1999,1
P02153,R05,Studio,71,1,1987,1
P02154,R05,Penthouse,204,1,2006,1
P02155,R04,Apartment,82,4,2016,1
P02156,R02,Duplex,122,4,1974,1
P02157,R01,Penthouse,277,4,1978,1
P02158,R03,Studio,55,2,2021,0
P02159,R04,Detached House,99,5,1996,0
P02160,R04,Penthouse,116,1,1987,0
P02161,R02,Studio,162,5,1978,0
P02162,R04,Duplex,98,2,1989,0
P02163,R02,Detached House,272,4,1970,1
P02164,R05,Studio,41,5,1982,1
P02165,R05,Duplex,267,2,1979,0
P02166,R04,Studio,168,3,1974,1
P02167,R01,Apartment,49,5,2022,1
P02168,R06,Apartment,67,5,2012,0
P02169,R01,Detached House,64,2,2020,1
P02170,R06,Apartment,108,3,1982,0
P02171,R01,Studio,119,2,1985,1
P02172,R04,Duplex,193,3,1985,1
P02173,R01,Penthouse,114,2,2000,0
P02174,R01,Penthouse,214,1,1979,0
P02175,R05,Studio,110,5,1982,1
P02176,R05,Penthouse,103,4,2022,0
P02177,R01,Penthouse,106,3,1989,1
P02178,R06,Penthouse,119,1,2012,1
P02179,R02,Detached House,241,1,1982,0
P02180,R02,Apartment,99,3,2020,1
P02181,R02,Penthouse,105,4,2007,1
P02182,R03,Duplex,269,2,2016,0
P02183,R02,Apartment,196,4,1997,1
P02184,R03,Detached House,85,2,2018,1
P02185,R02,Detached House,248,1,1989,1
P02186,R01,Duplex,83,3,1995,0
P02187,R03,Penthouse,78,1,1973,0
P02188,R05,Penthouse,146,1,1979,1
P02189,R05,Studio,205,1,2011,1
P02190,R03,Detached House,85,2,1987,0
P02191,R02,Studio,220,3,1975,1
P02192,R05,Apartment,77,5,1985,1
P02193,R05,Apartment,227,2,1989,0
P02194,R05,Duplex,63,1,2008,1
P02195,R06,Studio,151,1,1974,1
P02196,R05,Apartment,193,2,1971,1
P02197,R06,Penthouse,103,2,2009,1
P02198,R03,Apartment,186,2,1977,1
P02199,R03,Studio,205,5,1992,1
P02200,R02,Studio,196,2,2006,1
P02201,R02,Detached House,135,4,1997,0
P02202,R05,Detached House,225,4,1976,1
P02203,R05,Detached House,215,1,2008,1
P02204,R05,Detached House,118,2,1972,1
P02205,R02,Detached House,216,3,1982,0
P02206,R03,Detached House,260,3,1975,0
P02207,R02,Penthouse,236,1,1997,0
P02208,R06,Duplex,215,4,2007,1
P02209,R02,Studio,223,2,2005,1
P02210,R01,Detached House,233,2,1977,1
P02211,R04,Duplex,109,4,1988,0
P02212,R06,Detached House,213,5,1977,1
P02213,R06,Duplex,87,5,1988,0
P02214,R01,Detached House,126,5,1982,1
P02215,R02,Penthouse,264,3,2009,0
P02216,R01,Detached House,107,1,2010,1
P02217,R02,Studio,242,2,2014,1
P02218,R04,Detached House,141,2,1980,0
P02219,R02,Duplex,90,2,1970,0
P02220,R01,Apartment,63,2,1971,1
P02221,R04,Penthouse,171,1,2015,0
P02222,R01,Apartment,148,1,2018,1
P02223,R02,Duplex,162,4,1981,0
P02224,R01,Penthouse,50,3,2017,0
P02225,R01,Studio,104,1,1998,0
P02226,R03,Duplex,40,3,1979,1
P02227,R06,Penthouse,112,5,1986,1
P02228,R05,Apartment,263,3,1984,0
P02229,R01,Detached House,76,2,2011,1
P02230,R01,Detached House,205,2,1980,0
P02231,R03,Duplex,41,2,1979,1
P02232,R04,Duplex,174,2,2008,0
P02233,R05,Penthouse,261,5,1986,1
P02234,R05,Duplex,121,5,1983,0
P02235,R03,Detached House,87,2,2013,1
P02236,R02,Studio,176,5,2020,1
P02237,R01,Detached House,106,5,1999,1
P02238,R01,Detached House,253,1,2014,1
P02239,R01,Detached House,243,3,2015,0
P02240,R06,Penthouse,196,4,2001,1
P02241,R02,Detached House,193,3,2014,1
P02242,R05,Detached House,184,3,1970,1
P02243,R04,Detached House,216,3,1971,1
P02244,R04,Apartment,150,4,2017,1
P02245,R03,Duplex,272,2,1977,1
P02246,R05,Detached House,122,3,2009,1
P02247,R01,Apartment,42,2,1992,1
P02248,R01,Penthouse,207,5,2012,1
P02249,R03,Duplex,198,1,2005,1
P02250,R03,Detached House,275,1,1973,1
P02251,R04,Duplex,134,1,1988,1
P02252,R05,Studio,141,2,2008,0
P02253,R04,Studio,174,4,2019,1
P02254,R02,Detached House,134,5,2013,1
P02255,R02,Apartment,228,3,2018,0
P02256,R05,Detached House,142,1,2021,1
P02257,R02,Duplex,228,2,2018,0
P02258,R04,Studio,142,1,2001,0
P02259,R04,Studio,94,3,1988,1
P02260,R05,Duplex,277,4,1997,1
P02261,R05,Detached House,166,1,2012,1
P02262,R03,Detached House,209,4,1992,0
P02263,R02,Duplex,181,2,2014,1
P02264,R03,Penthouse,126,4,2007,0
P02265,R03,Detached House,273,5,1981,1
P02266,R02,Detached House,129,4,2019,0
P02267,R04,Duplex,278,4,2015,1
P02268,R02,Apartment,143,4,2002,0
P02269,R04,Apartment,45,1,1980,0
P02270,R05,Studio,48,1,1982,1
P02271,R06,Apartment,273,2,2015,1
P02272,R01,Apartment,166,4,1970,1
P02273,R05,Duplex,133,4,1996,1
P02274,R01,Penthouse,234,4,2003,0
P02275,R03,Studio,188,2,1982,0
P02276,R02,Penthouse,198,5,2016,1
P02277,R01,Apartment,204,3,1998,0
P02278,R02,Apartment,87,2,1973,1
P02279,R01,Studio,61,4,1987,1
P02280,R05,Apartment,214,1,1991,1
P02281,R01,Penthouse,45,3,1982,1
P02282,R03,Detached House,212,4,2020,0
P02283,R05,Detached House,71,4,1989,1
P02284,R06,Duplex,103,2,1997,1
P02285,R06,Studio,209,1,1998,1
P02286,R01,Studio,189,1,1981,1
P02287,R06,Detached House,227,1,2000,1
P02288,R04,Detached House,186,5,1989,0
P02289,R02,Studio,51,4,1970,1
P02290,R03,Apartment,241,3,1992,0
P02291,R06,Detached House,91,3,2001,1
P02292,R03,Studio,72,2,1976,0
P02293,R02,Studio,250,1,2012,1
P02294,R06,Apartment,86,1,2005,0
P02295,R06,Studio,168,4,1986,0
P02296,R06,Penthouse,156,1,2001,1
P02297,R06,Detached House,224,1,1986,0
P02298,R06,Studio,50,4,2004,1
P02299,R03,Duplex,65,3,1978,0
P02300,R02,Penthouse,139,3,2002,0
P02301,R04,Detached House,153,2,1972,0
P02302,R02,Detached House,229,1,1970,1
P02303,R03,Penthouse,185,3,1983,0
P02304,R04,Apartment,75,2,1979,0
P02305,R06,Penthouse,274,3,1996,1
P02306,R02,Apartment,150,1,1978,1
P02307,R02,Apartment,271,2,1983,1
P02308,R05,Penthouse,277,1,1975,0
P02309,R01,Studio,52,3,2017,1
P02310,R04,Duplex,161,2,2009,1
P02311,R05,Apartment,141,2,1981,1
P02312,R04,Detached House,159,3,1976,0
P02313,R03,Penthouse,114,3,2015,0
P02314,R05,Penthouse,174,2,2006,1
P02315,R03,Duplex,158,4,2017,0
P02316,R05,Studio,84,2,1979,1
P02317,R03,Penthouse,109,2,1989,0
P02318,R01,Apartment,75,3,1976,0
P02319,R04,Apartment,242,1,1992,0
P02320,R01,Apartment,202,3,1978,0
P02321,R06,Studio,133,3,1970,1
P02322,R04,Detached House,134,1,1997,0
P02323,R03,Detached House,58,3,2022,1
P02324,R03,Studio,109,1,2004,0
P02325,R04,Duplex,261,4,2010,1
P02326,R02,Penthouse,47,1,2013,1
P02327,R02,Duplex,75,1,2022,1
P02328,R03,Studio,243,2,1976,1
P02329,R02,Studio,164,4,1983,1
P02330,R05,Duplex,47,4,2003,1
P02331,R01,Apartment,157,3,2014,1
P02332,R05,Studio,219,1,2011,1
P02333,R03,Duplex,122,2,2009,0
P02334,R04,Duplex,131,4,1986,1
P02335,R01,Penthouse,191,1,1989,0
P02336,R03,Studio,183,4,1974,1
P02337,R05,Duplex,256,2,1986,0
P02338,R02,Duplex,99,1,1978,0
P02339,R01,Duplex,106,4,2020,1
P02340,R04,Duplex,77,1,1974,1
P02341,R01,Detached House,199,2,1989,1
P02342,R02,Studio,168,1,2017,1
P02343,R03,Penthouse,123,3,2021,1
P02344,R04,Duplex,206,1,1990,1
P02345,R04,Duplex,130,1,1995,1
P02346,R05,Duplex,86,3,1998,0
P02347,R06,Penthouse,169,5,2014,0
P02348,R01,Penthouse,144,1,2011,1
P02349,R03,Apartment,137,3,1998,1
P02350,R01,Studio,146,5,1990,1
P02351,R01,Penthouse,259,2,1990,0
P02352,R02,Penthouse,91,3,2005,0
P02353,R04,Studio,106,5,2015,0
P02354,R06,Duplex,175,4,1974,1
P02355,R05,Apartment,51,2,2011,1
P02356,R04,Penthouse,75,4,1995,1
P02357,R05,Studio,175,4,1977,0
P02358,R02,Duplex,162,3,1975,0
P02359,R06,Studio,196,3,1988,0
P02360,R06,Studio,67,5,1983,1
P02361,R01,Duplex,244,5,1975,1
P02362,R03,Duplex,156,5,1985,0
P02363,R05,Studio,77,4,2015,1
P02364,R03,Detached House,114,2,2008,1
P02365,R06,Penthouse,94,1,1981,0
P02366,R06,Studio,148,1,2006,1
P02367,R03,Apartment,152,5,1994,1
P02368,R01,Studio,144,2,2010,1
P02369,R03,Penthouse,150,1,1983,0
P02370,R02,Duplex,257,2,1973,0
P02371,R03,Detached House,270,1,1986,1
P02372,R04,Duplex,157,3,2023,0
P02373,R03,Penthouse,271,3,2000,1
P02374,R02,Penthouse,236,2,1972,1
P02375,R02,Studio,236,4,2022,1
P02376,R05,Penthouse,94,3,2014,1
P02377,R01,Duplex,145,5,1999,0
P02378,R02,Apartment,124,4,2009,0
P02379,R06,Studio,63,1,1979,0
P02380,R01,Duplex,58,2,2001,1
P02381,R03,Detached House,189,4,2019,1
P02382,R02,Detached House,140,3,1993,1
P02383,R01,Penthouse,238,4,1972,1
P02384,R03,Studio,200,2,2010,1
P02385,R04,Duplex,60,1,2009,0
P02386,R02,Studio,241,4,2009,0
P02387,R01,Studio,159,4,2005,1
P02388,R01,Penthouse,175,4,1977,0
P02389,R04,Studio,271,3,1976,1
P02390,R06,Detached House,193,1,2012,0
P02391,R02,Penthouse,45,4,2016,1
P02392,R02,Apartment,82,4,1974,0
P02393,R03,Apartment,142,4,2001,1
P02394,R03,Duplex,48,1,1997,0
P02395,R02,Duplex,80,4,1988,1
P02396,R01,Penthouse,230,4,2004,1
P02397,R04,Apartment,74,5,2019,1
P02398,R03,Apartment,80,3,2014,0
P02399,R03,Apartment,161,4,1978,1
P02400,R02,Studio,61,3,1995,1
P02401,R06,Detached House,101,4,2020,0
P02402,R04,Detached House,265,4,1982,1
P02403,R03,Duplex,191,4,2016,1
P02404,R02,Duplex,271,5,1996,1
P02405,R05,Studio,125,1,1998,1
P02406,R06,Detached House,187,4,1983,1
P02407,R01,Penthouse,97,4,2019,1
P02408,R06,Detached House,130,3,1998,0
P02409,R05,Duplex,81,3,2001,1
P02410,R01,Apartment,239,4,1994,0
P02411,R05,Studio,84,3,1974,0
P02412,R01,Penthouse,89,3,2012,0
P02413,R01,Studio,151,5,1987,1
P02414,R01,Penthouse,143,4,1982,0
P02415,R03,Apartment,115,2,2012,0
P02416,R04,Studio,125,5,1980,0
P02417,R03,Studio,110,2,2006,0
P02418,R01,Penthouse,259,1,1995,1
P02419,R02,Detached House,179,5,2013,1
P02420,R06,Detached House,260,2,1972,1
P02421,R06,Penthouse,276,2,2011,1
P02422,R05,Detached House,196,2,1982,0
P02423,R01,Detached House,238,3,2017,1
P02424,R05,Detached House,66,1,1989,1
P02425,R05,Apartment,267,1,1970,1
P02426,R04,Duplex,155,2,1996,1
P02427,R01,Detached House,211,2,1972,1
P02428,R06,Apartment,98,1,1984,1
P02429,R03,Apartment,62,5,2008,0
P02430,R01,Duplex,252,3,2000,1
P02431,R02,Penthouse,147,1,2008,0
P02432,R03,Detached House,73,1,2017,1
P02433,R01,Penthouse,198,5,1995,1
P02434,R02,Apartment,53,2,1999,1
P02435,R03,Detached House,148,1,1973,0
P02436,R06,Detached House,209,4,1985,1
P02437,R01,Duplex,212,5,2009,1
P02438,R04,Apartment,148,2,1973,1
P02439,R06,Penthouse,128,4,1989,1
P02440,R05,Studio,241,3,1977,1
P02441,R06,Duplex,84,1,2016,1
P02442,R02,Penthouse,57,4,2000,0
P02443,R05,Detached House,77,5,2004,1
P02444,R06,Detached House,232,5,2006,1
P02445,R02,Detached House,152,1,1982,1
P02446,R03,Studio,48,3,1972,0
P02447,R04,Detached House,80,4,1991,0
P02448,R03,Studio,46,1,1980,0
P02449,R02,Studio,235,5,1987,1
P02450,R06,Duplex,150,1,1987,1
P02451,R06,Detached House,56,2,2012,1
P02452,R03,Duplex,93,5,1987,0
P02453,R05,Penthouse,187,3,1978,0
P02454,R03,Studio,182,4,2021,1
P02455,R05,Studio,236,3,1972,0
P02456,R04,Duplex,46,4,1981,0
P02457,R03,Penthouse,56,1,1988,0
P02458,R01,Studio,48,4,1973,1
P02459,R04,Detached House,134,1,2018,1
P02460,R02,Penthouse,214,1,1989,0
P02461,R02,Penthouse,199,3,2012,0
P02462,R02,Studio,90,3,1977,1
P02463,R06,Studio,197,1,1998,1
P02464,R01,Apartment,197,4,1976,1
P02465,R05,Duplex,85,2,1982,0
P02466,R06,Studio,219,5,1992,0
P02467,R01,Apartment,141,1,2016,1
P02468,R04,Duplex,54,2,1986,1
P02469,R04,Studio,133,2,2010,1
P02470,R03,Apartment,224,3,1974,1
P02471,R05,Penthouse,207,3,1983,0
P02472,R03,Duplex,104,1,2002,1
P02473,R03,Detached House,221,3,1995,0
P02474,R03,Duplex,133,5,1997,0
P02475,R05,Penthouse,150,1,2006,1
P02476,R04,Detached House,60,2,1974,1
P02477,R03,Detached House,279,3,2007,1
P02478,R06,Penthouse,241,4,2016,1
P02479,R05,Studio,86,1,2011,1
P02480,R06,Duplex,174,2,1985,1
P02481,R05,Apartment,227,2,1988,0
P02482,R03,Duplex,161,4,2021,1
P02483,R05,Penthouse,90,1,2012,1
P02484,R02,Apartment,272,4,2020,1
P02485,R02,Duplex,104,3,2019,1
P02486,R03,Detached House,120,2,1993,1
P02487,R06,Studio,129,5,1976,0
P02488,R04,Studio,253,5,1982,0
P02489,R03,Apartment,160,5,1985,1
P02490,R03,Detached House,212,5,2015,0
P02491,R02,Studio,256,2,1984,1
P02492,R04,Detached House,262,5,1989,0
P02493,R03,Apartment,245,1,2015,0
P02494,R04,Apartment,257,2,1978,1
P02495,R03,Duplex,267,3,2005,1
P02496,R02,Apartment,277,4,1999,1
P02497,R06,Apartment,194,3,2023,0
P02498,R03,Penthouse,71,3,1996,1
P02499,R01,Apartment,67,2,1998,1
P02500,R03,Studio,231,3,2015,1
P02501,R04,Penthouse,115,3,2023,0
P02502,R01,Studio,233,3,2009,0
P02503,R02,Penthouse,264,3,2007,1
P02504,R01,Studio,194,4,2017,1
P02505,R04,Studio,223,2,2022,1
P02506,R05,Penthouse,106,1,2009,1
P02507,R06,Apartment,144,2,1985,1
P02508,R03,Detached House,271,3,2004,1
P02509,R06,Apartment,236,1,1982,1
P02510,R02,Apartment,89,1,1997,1
P02511,R05,Detached House,264,5,1994,1
P02512,R04,Detached House,159,2,2023,1
P02513,R05,Apartment,242,4,1999,1
P02514,R05,Detached House,165,1,2021,0
P02515,R04,Penthouse,184,5,2013,0
P02516,R02,Apartment,78,2,2015,1
P02517,R04,Detached House,121,2,1979,1
P02518,R05,Apartment,213,4,2011,0
P02519,R06,Apartment,242,2,1983,1
P02520,R06,Apartment,61,3,2001,1
P02521,R02,Penthouse,58,4,1996,1
P02522,R04,Studio,206,1,1984,1
P02523,R01,Studio,147,1,2023,0
P02524,R05,Studio,243,4,2017,1
P02525,R06,Studio,56,2,2001,0
P02526,R01,Duplex,123,5,1970,1
P02527,R04,Detached House,48,5,1979,0
P02528,R06,Studio,210,5,1982,1
P02529,R06,Duplex,245,5,2022,1
P02530,R03,Penthouse,77,5,1991,1
P02531,R01,Duplex,117,2,1972,1
P02532,R06,Apartment,243,5,2001,1
P02533,R06,Duplex,49,2,2021,1
P02534,R04,Penthouse,268,3,2000,0
P02535,R06,Detached House,252,1,1993,0
P02536,R01,Apartment,76,5,1979,1
P02537,R04,Studio,73,3,2017,0
P02538,R01,Penthouse,206,5,1975,1
P02539,R06,Detached House,42,2,2020,0
P02540,R05,Detached House,161,2,1982,1
P02541,R06,Duplex,55,3,1977,0
P02542,R04,Penthouse,167,5,1988,1
P02543,R01,Apartment,124,3,1970,0
P02544,R01,Detached House,209,4,1970,1
P02545,R03,Apartment,251,2,1980,0
P02546,R05,Studio,157,4,2007,1
P02547,R01,Duplex,194,4,2013,0
P02548,R06,Duplex,184,5,1983,1
P02549,R02,Studio,276,1,2004,1
P02550,R03,Studio,95,2,1988,1
P02551,R02,Penthouse,97,1,1993,1
P02552,R03,Studio,130,3,1988,1
P02553,R03,Apartment,216,4,2018,1
P02554,R01,Penthouse,247,4,1997,0
P02555,R04,Penthouse,106,4,1997,1
P02556,R05,Apartment,66,4,2016,0
P02557,R06,Penthouse,186,5,2005,1
P02558,R02,Studio,183,5,1978,0
P02559,R06,Detached House,129,3,1980,1
P02560,R06,Penthouse,84,5,1988,1
P02561,R06,Detached House,243,1,1975,1
P02562,R03,Detached House,243,4,2007,0
P02563,R06,Apartment,219,3,1996,1
P02564,R04,Detached House,178,5,1972,1
P02565,R01,Duplex,102,3,1991,0
P02566,R02,Duplex,136,1,2014,0
P02567,R05,Studio,56,4,2018,1
P02568,R01,Studio,99,5,2021,1
P02569,R03,Studio,148,1,2019,0
P02570,R05,Penthouse,144,1,2002,1
P02571,R01,Penthouse,59,4,2020,0
P02572,R03,Studio,269,3,2021,1
P02573,R02,Studio,104,3,2004,1
P02574,R04,Penthouse,162,1,1992,1
P02575,R02,Penthouse,151,3,2022,0
P02576,R06,Penthouse,152,3,1992,1
P02577,R01,Detached House,242,5,1978,0
P02578,R06,Detached House,219,2,1975,1
P02579,R05,Apartment,248,2,2000,1
P02580,R06,Penthouse,130,1,1971,1
P02581,R06,Studio,103,3,1976,1
P02582,R02,Studio,142,4,1983,0
P02583,R06,Duplex,174,2,1998,0
P02584,R04,Apartment,120,4,1995,1
P02585,R06,Studio,150,5,1997,1
P02586,R06,Studio,76,1,1997,0
P02587,R04,Penthouse,180,3,2023,1
P02588,R03,Detached House,211,4,1981,1
P02589,R01,Detached House,166,1,1995,1
P02590,R01,Studio,249,1,2003,1
P02591,R03,Duplex,278,2,1984,0
P02592,R05,Studio,257,1,1979,0
P02593,R04,Penthouse,62,2,1972,1
P02594,R03,Studio,251,1,1987,1
P02595,R02,Apartment,120,5,1983,1
P02596,R04,Studio,148,3,1980,1
P02597,R04,Apartment,138,2,1984,0
P02598,R06,Duplex,108,4,2007,1
P02599,R05,Duplex,250,1,2014,0
P02600,R04,Penthouse,193,3,1997,0
P02601,R06,Detached House,272,4,1973,1
P02602,R03,Studio,269,5,2009,1
P02603,R06,Studio,140,2,1978,0
P02604,R03,Studio,214,3,1973,1
P02605,R01,Penthouse,160,4,2000,0
P02606,R03,Detached House,158,4,1992,1
P02607,R01,Apartment,217,1,1986,1
P02608,R01,Detached House,205,5,2022,0
P02609,R06,Penthouse,258,2,1974,1
P02610,R05,Penthouse,225,2,1972,1
P02611,R02,Penthouse,189,1,2001,0
P02612,R06,Detached House,260,1,1992,0
P02613,R01,Duplex,64,2,2013,1
P02614,R02,Detached House,223,1,1972,0
P02615,R05,Duplex,134,4,1992,0
P02616,R02,Detached House,143,3,1977,0
P02617,R05,Penthouse,227,2,1972,1
P02618,R06,Studio,105,3,1994,0
P02619,R01,Detached House,252,4,2009,1
P02620,R01,Detached House,159,1,1978,0
P02621,R06,Detached House,123,2,2015,0
P02622,R04,Duplex,118,5,1998,1
P02623,R04,Apartment,141,1,1995,0
P02624,R03,Penthouse,266,5,2019,1
P02625,R03,Studio,64,5,1987,1
P02626,R05,Studio,161,2,1980,1
P02627,R04,Penthouse,240,2,2012,0
P02628,R01,Apartment,153,2,1975,1
P02629,R04,Apartment,175,3,2017,0
P02630,R05,Penthouse,123,2,2014,1
P02631,R01,Duplex,72,4,2022,0
P02632,R03,Apartment,193,2,1994,0
P02633,R05,Duplex,260,5,2003,1
P02634,R04,Studio,164,5,2017,0
P02635,R01,Apartment,143,3,1977,1
P02636,R01,Detached House,70,3,1986,1
P02637,R04,Detached House,266,1,1995,1
P02638,R03,Duplex,248,1,2003,1
P02639,R06,Penthouse,256,3,2006,1
P02640,R04,Detached House,126,3,2019,1
P02641,R06,Detached House,190,2,1996,0
P02642,R02,Penthouse,143,1,1979,1
P02643,R03,Apartment,96,5,1980,0
P02644,R01,Detached House,89,3,2013,0
P02645,R04,Apartment,132,3,1994,0
P02646,R02,Studio,172,3,2004,0
P02647,R03,Studio,69,3,2000,0
P02648,R03,Penthouse,208,4,2013,0
P02649,R02,Apartment,149,4,1981,1
P02650,R01,Detached House,251,3,1979,1
P02651,R04,Duplex,106,1,2009,1
P02652,R06,Detached House,52,5,1993,0
P02653,R02,Apartment,114,2,2014,0
P02654,R03,Apartment,273,1,1976,1
P02655,R02,Duplex,117,1,1984,0
P02656,R05,Apartment,208,4,2021,0
P02657,R03,Penthouse,242,2,2015,1
